FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2025-04-05,14,Producto Modelo 14,1,978.72,70,Wayne Ent. 70,1,Tienda Online 1
2025-04-05,33,Producto Modelo 33,2,1312.75,41,Dunder Mifflin 41,7,Tienda Sucursal 7
2025-04-05,39,Producto Modelo 39,3,818.21,28,ACME Corp 28,2,Tienda Sucursal 2
2025-04-05,18,Producto Modelo 18,2,1516.5,67,ACME Corp 67,3,Tienda Online 3
2025-04-05,26,Producto Modelo 26,3,1269.87,10,Wayne Ent. 10,4,Tienda Sucursal 4
2025-04-05,30,Producto Modelo 30,1,532.83,82,Wayne Ent. 82,2,Tienda Sucursal 2
2025-04-05,9,Producto Modelo 9,1,638.62,25,Dunder Mifflin 25,5,Tienda Online 5
2025-04-05,48,Producto Modelo 48,2,1675.08,98,Wayne Ent. 98,7,Tienda Sucursal 7
2025-04-06,3,Producto Modelo 3,1,1389.15,39,Wayne Ent. 39,5,Tienda Online 5
2025-04-06,32,Producto Modelo 32,3,1770.83,73,Globex 73,8,Tienda Outlet 8
2025-04-06,42,Producto Modelo 42,1,425.72,65,Dunder Mifflin 65,3,Tienda Online 3
2025-04-06,50,Producto Modelo 50,2,801.81,66,Wayne Ent. 66,9,Tienda Outlet 9
2025-04-06,50,Producto Modelo 50,2,801.81,54,Wayne Ent. 54,8,Tienda Outlet 8
2025-04-06,13,Producto Modelo 13,3,-150.0,22,ACME Corp 22,6,Tienda Sucursal 6
2025-04-06,25,Producto Modelo 25,2,1093.94,77,Wayne Ent. 77,9,Tienda Outlet 9
2025-04-06,2,Producto Modelo 2,3,1242.79,69,Globex 69,3,Tienda Online 3
2025-04-06,19,Producto Modelo 19,3,1195.73,35,Dunder Mifflin 35,2,Tienda Sucursal 2
2025-04-06,5,Producto Modelo 5,2,624.92,13,Globex 13,5,Tienda Online 5
2025-04-06,38,Producto Modelo 38,3,466.61,40,ACME Corp 40,4,Tienda Sucursal 4
2025-04-06,3,Producto Modelo 3,3,1389.15,74,ACME Corp 74,4,Tienda Sucursal 4
2025-04-06,31,Producto Modelo 31,1,1051.87,65,Dunder Mifflin 65,4,Tienda Sucursal 4
2025-04-07,24,Producto Modelo 24,1,1356.26,91,Dunder Mifflin 91,2,Tienda Sucursal 2
2025-04-07,8,Producto Modelo 8,2,1636.17,31,Dunder Mifflin 31,6,Tienda Sucursal 6
2025-04-07,14,Producto Modelo 14,1,978.72,19,Globex 19,2,Tienda Sucursal 2
2025-04-07,36,Producto Modelo 36,3,516.39,100,Wayne Ent. 100,10,Tienda Sucursal 10
2025-04-07,5,Producto Modelo 5,2,624.92,10,Wayne Ent. 10,1,Tienda Online 1
2025-04-07,49,Producto Modelo 49,3,99.19,72,Globex 72,10,Tienda Sucursal 10
2025-04-07,3,Producto Modelo 3,2,1389.15,54,Wayne Ent. 54,5,Tienda Online 5
2025-04-07,25,Producto Modelo 25,2,1093.94,44,Globex 44,9,Tienda Outlet 9
2025-04-07,21,Producto Modelo 21,2,881.45,65,Dunder Mifflin 65,10,Tienda Sucursal 10
2025-04-07,40,Producto Modelo 40,1,219.02,32,Globex 32,10,Tienda Sucursal 10
2025-04-08,23,Producto Modelo 23,2,70.45,46,ACME Corp 46,1,Tienda Online 1
2025-04-08,42,Producto Modelo 42,2,425.72,46,ACME Corp 46,9,Tienda Outlet 9
2025-04-08,50,Producto Modelo 50,2,801.81,59,Dunder Mifflin 59,8,Tienda Outlet 8
2025-04-08,27,Producto Modelo 27,2,182.09,75,Wayne Ent. 75,4,Tienda Sucursal 4
2025-04-08,11,Producto Modelo 11,2,271.39,4,Dunder Mifflin 4,2,Tienda Sucursal 2
2025-04-08,23,Producto Modelo 23,3,70.45,68,Wayne Ent. 68,4,Tienda Sucursal 4
2025-04-08,27,Producto Modelo 27,1,182.09,3,Wayne Ent. 3,5,Tienda Online 5
2025-04-08,22,Producto Modelo 22,1,950.08,88,Dunder Mifflin 88,7,Tienda Sucursal 7
2025-04-08,30,Producto Modelo 30,3,532.83,68,Wayne Ent. 68,9,Tienda Outlet 9
2025-04-08,6,Producto Modelo 6,3,1040.57,80,Globex 80,2,Tienda Sucursal 2
2025-04-08,46,Producto Modelo 46,3,1433.28,13,Globex 13,6,Tienda Sucursal 6
2025-04-08,25,Producto Modelo 25,3,1093.94,43,Wayne Ent. 43,4,Tienda Sucursal 4
2025-04-09,32,Producto Modelo 32,2,1770.83,47,Dunder Mifflin 47,8,Tienda Outlet 8
2025-04-09,45,Producto Modelo 45,3,686.93,73,Globex 73,9,Tienda Outlet 9
2025-04-09,33,Producto Modelo 33,1,1312.75,87,Wayne Ent. 87,10,Tienda Sucursal 10
2025-04-09,44,Producto Modelo 44,1,331.77,82,Wayne Ent. 82,10,Tienda Sucursal 10
2025-04-09,36,Producto Modelo 36,3,516.39,31,Dunder Mifflin 31,9,Tienda Outlet 9
2025-04-09,28,Producto Modelo 28,1,1082.48,87,Wayne Ent. 87,10,Tienda Sucursal 10
2025-04-09,33,Producto Modelo 33,1,1312.75,31,Dunder Mifflin 31,1,Tienda Online 1
2025-04-09,48,Producto Modelo 48,1,1675.08,92,Globex 92,3,Tienda Online 3
2025-04-09,49,Producto Modelo 49,1,99.19,84,Dunder Mifflin 84,1,Tienda Online 1
2025-04-09,13,Producto Modelo 13,1,-150.0,10,Wayne Ent. 10,10,Tienda Sucursal 10
2025-04-09,49,Producto Modelo 49,2,99.19,32,Globex 32,10,Tienda Sucursal 10
2025-04-09,41,Producto Modelo 41,1,541.4,75,Wayne Ent. 75,3,Tienda Online 3
2025-04-09,25,Producto Modelo 25,2,1093.94,82,Wayne Ent. 82,8,Tienda Outlet 8
2025-04-10,26,Producto Modelo 26,2,1269.87,4,Dunder Mifflin 4,3,Tienda Online 3
2025-04-10,7,Producto Modelo 7,3,890.75,57,ACME Corp 57,5,Tienda Online 5
2025-04-10,14,Producto Modelo 14,1,978.72,18,Dunder Mifflin 18,6,Tienda Sucursal 6
2025-04-10,2,Producto Modelo 2,2,1242.79,39,Wayne Ent. 39,2,Tienda Sucursal 2
2025-04-10,22,Producto Modelo 22,3,950.08,37,Dunder Mifflin 37,4,Tienda Sucursal 4
2025-04-10,4,Producto Modelo 4,3,1183.86,36,Globex 36,3,Tienda Online 3
2025-04-10,15,Producto Modelo 15,3,1526.58,97,Dunder Mifflin 97,2,Tienda Sucursal 2
2025-04-10,50,Producto Modelo 50,2,801.81,21,ACME Corp 21,6,Tienda Sucursal 6
2025-04-10,15,Producto Modelo 15,2,1526.58,32,Globex 32,1,Tienda Online 1
2025-04-10,28,Producto Modelo 28,2,1082.48,18,Dunder Mifflin 18,7,Tienda Sucursal 7
2025-04-10,12,Producto Modelo 12,2,538.41,9,Globex 9,5,Tienda Online 5
2025-04-10,36,Producto Modelo 36,2,516.39,27,Dunder Mifflin 27,1,Tienda Online 1
2025-04-10,19,Producto Modelo 19,2,1195.73,17,Wayne Ent. 17,5,Tienda Online 5
2025-04-11,40,Producto Modelo 40,1,219.02,54,Wayne Ent. 54,4,Tienda Sucursal 4
2025-04-11,37,Producto Modelo 37,3,1086.66,91,Dunder Mifflin 91,9,Tienda Outlet 9
2025-04-11,17,Producto Modelo 17,3,296.83,32,Globex 32,3,Tienda Online 3
2025-04-11,25,Producto Modelo 25,2,1093.94,51,Wayne Ent. 51,1,Tienda Online 1
2025-04-11,10,Producto Modelo 10,3,700.71,58,Dunder Mifflin 58,1,Tienda Online 1
2025-04-11,40,Producto Modelo 40,1,219.02,75,Wayne Ent. 75,10,Tienda Sucursal 10
2025-04-11,26,Producto Modelo 26,1,1269.87,33,Globex 33,5,Tienda Online 5
2025-04-11,37,Producto Modelo 37,1,1086.66,52,Globex 52,9,Tienda Outlet 9
2025-04-11,23,Producto Modelo 23,2,70.45,82,Wayne Ent. 82,3,Tienda Online 3
2025-04-11,49,Producto Modelo 49,1,99.19,88,Dunder Mifflin 88,10,Tienda Sucursal 10
2025-04-11,32,Producto Modelo 32,1,1770.83,15,Globex 15,3,Tienda Online 3
2025-04-11,47,Producto Modelo 47,3,1071.38,60,ACME Corp 60,5,Tienda Online 5
2025-04-11,21,Producto Modelo 21,1,881.45,49,Globex 49,5,Tienda Online 5
2025-04-11,48,Producto Modelo 48,2,1675.08,22,ACME Corp 22,6,Tienda Sucursal 6
2025-04-11,44,Producto Modelo 44,2,331.77,61,Wayne Ent. 61,3,Tienda Online 3
2025-04-12,25,Producto Modelo 25,2,1093.94,5,Globex 5,2,Tienda Sucursal 2
2025-04-12,19,Producto Modelo 19,2,1195.73,1,ACME Corp 1,6,Tienda Sucursal 6
2025-04-12,10,Producto Modelo 10,2,700.71,18,Dunder Mifflin 18,4,Tienda Sucursal 4
2025-04-12,41,Producto Modelo 41,2,541.4,73,Globex 73,2,Tienda Sucursal 2
2025-04-12,19,Producto Modelo 19,3,1195.73,67,ACME Corp 67,4,Tienda Sucursal 4
2025-04-12,37,Producto Modelo 37,2,1086.66,60,ACME Corp 60,4,Tienda Sucursal 4
2025-04-12,5,Producto Modelo 5,2,624.92,60,ACME Corp 60,6,Tienda Sucursal 6
2025-04-13,15,Producto Modelo 15,2,1526.58,31,Dunder Mifflin 31,4,Tienda Sucursal 4
2025-04-13,32,Producto Modelo 32,3,1770.83,41,Dunder Mifflin 41,5,Tienda Online 5
2025-04-13,40,Producto Modelo 40,2,219.02,78,Globex 78,5,Tienda Online 5
2025-04-13,17,Producto Modelo 17,2,296.83,19,Globex 19,2,Tienda Sucursal 2
2025-04-13,12,Producto Modelo 12,3,538.41,68,Wayne Ent. 68,3,Tienda Online 3
2025-04-13,34,Producto Modelo 34,1,1571.22,73,Globex 73,3,Tienda Online 3
2025-04-13,37,Producto Modelo 37,3,1086.66,15,Globex 15,10,Tienda Sucursal 10
2025-04-13,26,Producto Modelo 26,3,1269.87,37,Dunder Mifflin 37,6,Tienda Sucursal 6
2025-04-13,10,Producto Modelo 10,3,700.71,13,Globex 13,10,Tienda Sucursal 10
2025-04-13,4,Producto Modelo 4,1,1183.86,81,ACME Corp 81,4,Tienda Sucursal 4
2025-04-13,28,Producto Modelo 28,2,1082.48,37,Dunder Mifflin 37,2,Tienda Sucursal 2
2025-04-13,6,Producto Modelo 6,3,1040.57,73,Globex 73,6,Tienda Sucursal 6
2025-04-14,45,Producto Modelo 45,2,686.93,81,ACME Corp 81,7,Tienda Sucursal 7
2025-04-14,45,Producto Modelo 45,3,686.93,47,Dunder Mifflin 47,6,Tienda Sucursal 6
2025-04-14,12,Producto Modelo 12,1,538.41,30,ACME Corp 30,4,Tienda Sucursal 4
2025-04-14,1,Producto Modelo 1,3,623.25,6,Wayne Ent. 6,1,Tienda Online 1
2025-04-14,17,Producto Modelo 17,3,296.83,25,Dunder Mifflin 25,10,Tienda Sucursal 10
2025-04-14,22,Producto Modelo 22,1,950.08,53,Wayne Ent. 53,9,Tienda Outlet 9
2025-04-14,41,Producto Modelo 41,1,541.4,99,ACME Corp 99,5,Tienda Online 5
2025-04-14,16,Producto Modelo 16,3,1728.39,14,ACME Corp 14,8,Tienda Outlet 8
2025-04-14,3,Producto Modelo 3,1,1389.15,91,Dunder Mifflin 91,9,Tienda Outlet 9
2025-04-14,35,Producto Modelo 35,1,1593.35,25,Dunder Mifflin 25,9,Tienda Outlet 9
2025-04-14,6,Producto Modelo 6,1,1040.57,67,ACME Corp 67,4,Tienda Sucursal 4
2025-04-14,13,Producto Modelo 13,2,-150.0,57,ACME Corp 57,5,Tienda Online 5
2025-04-14,27,Producto Modelo 27,2,182.09,45,Globex 45,9,Tienda Outlet 9
2025-04-14,9,Producto Modelo 9,3,638.62,91,Dunder Mifflin 91,3,Tienda Online 3
2025-04-15,3,Producto Modelo 3,1,1389.15,76,Globex 76,1,Tienda Online 1
2025-04-15,44,Producto Modelo 44,3,331.77,25,Dunder Mifflin 25,5,Tienda Online 5
2025-04-15,34,Producto Modelo 34,1,1571.22,87,Wayne Ent. 87,4,Tienda Sucursal 4
2025-04-15,44,Producto Modelo 44,2,331.77,21,ACME Corp 21,10,Tienda Sucursal 10
2025-04-15,8,Producto Modelo 8,3,1636.17,91,Dunder Mifflin 91,6,Tienda Sucursal 6
2025-04-15,46,Producto Modelo 46,1,1433.28,4,Dunder Mifflin 4,3,Tienda Online 3
2025-04-15,30,Producto Modelo 30,3,532.83,62,ACME Corp 62,9,Tienda Outlet 9
2025-04-15,4,Producto Modelo 4,2,1183.86,66,Wayne Ent. 66,3,Tienda Online 3
2025-04-15,49,Producto Modelo 49,3,99.19,53,Wayne Ent. 53,8,Tienda Outlet 8
2025-04-15,38,Producto Modelo 38,3,466.61,83,Wayne Ent. 83,10,Tienda Sucursal 10
2025-04-15,29,Producto Modelo 29,2,496.38,86,Dunder Mifflin 86,8,Tienda Outlet 8
2025-04-15,23,Producto Modelo 23,1,70.45,21,ACME Corp 21,2,Tienda Sucursal 2
2025-04-15,29,Producto Modelo 29,2,496.38,63,Dunder Mifflin 63,8,Tienda Outlet 8
2025-04-16,17,Producto Modelo 17,3,296.83,32,Globex 32,6,Tienda Sucursal 6
2025-04-16,49,Producto Modelo 49,2,99.19,39,Wayne Ent. 39,7,Tienda Sucursal 7
2025-04-16,15,Producto Modelo 15,2,1526.58,6,Wayne Ent. 6,6,Tienda Sucursal 6
2025-04-16,5,Producto Modelo 5,1,624.92,51,Wayne Ent. 51,1,Tienda Online 1
2025-04-16,36,Producto Modelo 36,3,516.39,57,ACME Corp 57,2,Tienda Sucursal 2
2025-04-16,10,Producto Modelo 10,3,700.71,59,Dunder Mifflin 59,3,Tienda Online 3
2025-04-16,2,Producto Modelo 2,2,1242.79,29,Globex 29,2,Tienda Sucursal 2
2025-04-16,7,Producto Modelo 7,2,890.75,74,ACME Corp 74,10,Tienda Sucursal 10
2025-04-16,25,Producto Modelo 25,2,1093.94,88,Dunder Mifflin 88,9,Tienda Outlet 9
2025-04-16,45,Producto Modelo 45,3,686.93,100,Wayne Ent. 100,2,Tienda Sucursal 2
2025-04-16,36,Producto Modelo 36,2,516.39,57,ACME Corp 57,9,Tienda Outlet 9
2025-04-16,43,Producto Modelo 43,2,852.46,42,Dunder Mifflin 42,9,Tienda Outlet 9
2025-04-17,31,Producto Modelo 31,2,1051.87,61,Wayne Ent. 61,3,Tienda Online 3
2025-04-17,43,Producto Modelo 43,2,852.46,69,Globex 69,2,Tienda Sucursal 2
2025-04-17,34,Producto Modelo 34,2,1571.22,13,Globex 13,4,Tienda Sucursal 4
2025-04-17,44,Producto Modelo 44,1,331.77,1,ACME Corp 1,5,Tienda Online 5
2025-04-17,10,Producto Modelo 10,1,700.71,92,Globex 92,7,Tienda Sucursal 7
2025-04-17,28,Producto Modelo 28,2,1082.48,57,ACME Corp 57,4,Tienda Sucursal 4
2025-04-18,39,Producto Modelo 39,1,818.21,60,ACME Corp 60,9,Tienda Outlet 9
2025-04-18,13,Producto Modelo 13,2,-150.0,23,ACME Corp 23,6,Tienda Sucursal 6
2025-04-18,28,Producto Modelo 28,1,1082.48,85,Globex 85,2,Tienda Sucursal 2
2025-04-18,48,Producto Modelo 48,3,1675.08,61,Wayne Ent. 61,8,Tienda Outlet 8
2025-04-18,35,Producto Modelo 35,1,1593.35,65,Dunder Mifflin 65,8,Tienda Outlet 8
2025-04-18,29,Producto Modelo 29,3,496.38,35,Dunder Mifflin 35,10,Tienda Sucursal 10
2025-04-18,3,Producto Modelo 3,2,1389.15,3,Wayne Ent. 3,2,Tienda Sucursal 2
2025-04-18,25,Producto Modelo 25,2,1093.94,3,Wayne Ent. 3,2,Tienda Sucursal 2
2025-04-18,22,Producto Modelo 22,3,950.08,50,Dunder Mifflin 50,8,Tienda Outlet 8
2025-04-19,49,Producto Modelo 49,2,99.19,60,ACME Corp 60,1,Tienda Online 1
2025-04-19,32,Producto Modelo 32,3,1770.83,34,Wayne Ent. 34,4,Tienda Sucursal 4
2025-04-19,40,Producto Modelo 40,1,219.02,66,Wayne Ent. 66,5,Tienda Online 5
2025-04-19,33,Producto Modelo 33,1,1312.75,76,Globex 76,7,Tienda Sucursal 7
2025-04-19,19,Producto Modelo 19,2,1195.73,74,ACME Corp 74,9,Tienda Outlet 9
2025-04-19,33,Producto Modelo 33,3,1312.75,73,Globex 73,10,Tienda Sucursal 10
2025-04-19,33,Producto Modelo 33,3,1312.75,98,Wayne Ent. 98,4,Tienda Sucursal 4
2025-04-19,27,Producto Modelo 27,3,182.09,37,Dunder Mifflin 37,5,Tienda Online 5
2025-04-19,29,Producto Modelo 29,2,496.38,88,Dunder Mifflin 88,9,Tienda Outlet 9
2025-04-19,8,Producto Modelo 8,3,1636.17,59,Dunder Mifflin 59,6,Tienda Sucursal 6
2025-04-19,48,Producto Modelo 48,2,1675.08,13,Globex 13,8,Tienda Outlet 8
2025-04-19,5,Producto Modelo 5,2,624.92,2,Globex 2,7,Tienda Sucursal 7
2025-04-19,18,Producto Modelo 18,1,1516.5,95,Globex 95,4,Tienda Sucursal 4
2025-04-19,15,Producto Modelo 15,3,1526.58,18,Dunder Mifflin 18,10,Tienda Sucursal 10
2025-04-19,37,Producto Modelo 37,1,1086.66,15,Globex 15,10,Tienda Sucursal 10
2025-04-20,30,Producto Modelo 30,2,532.83,69,Globex 69,6,Tienda Sucursal 6
2025-04-20,35,Producto Modelo 35,1,1593.35,33,Globex 33,9,Tienda Outlet 9
2025-04-20,5,Producto Modelo 5,2,624.92,27,Dunder Mifflin 27,9,Tienda Outlet 9
2025-04-20,15,Producto Modelo 15,1,1526.58,100,Wayne Ent. 100,6,Tienda Sucursal 6
2025-04-20,40,Producto Modelo 40,1,219.02,36,Globex 36,8,Tienda Outlet 8
2025-04-20,27,Producto Modelo 27,2,182.09,44,Globex 44,3,Tienda Online 3
2025-04-20,25,Producto Modelo 25,2,1093.94,18,Dunder Mifflin 18,7,Tienda Sucursal 7
2025-04-20,8,Producto Modelo 8,1,1636.17,51,Wayne Ent. 51,3,Tienda Online 3
2025-04-20,48,Producto Modelo 48,1,1675.08,56,Globex 56,10,Tienda Sucursal 10
2025-04-20,24,Producto Modelo 24,1,1356.26,34,Wayne Ent. 34,3,Tienda Online 3
2025-04-20,42,Producto Modelo 42,3,425.72,83,Wayne Ent. 83,9,Tienda Outlet 9
2025-04-20,45,Producto Modelo 45,3,686.93,10,Wayne Ent. 10,8,Tienda Outlet 8
2025-04-20,35,Producto Modelo 35,3,1593.35,90,Wayne Ent. 90,3,Tienda Online 3
2025-04-20,46,Producto Modelo 46,3,1433.28,84,Dunder Mifflin 84,1,Tienda Online 1
2025-04-21,33,Producto Modelo 33,1,1312.75,63,Dunder Mifflin 63,2,Tienda Sucursal 2
2025-04-21,39,Producto Modelo 39,3,818.21,48,Globex 48,5,Tienda Online 5
2025-04-21,45,Producto Modelo 45,1,686.93,21,ACME Corp 21,4,Tienda Sucursal 4
2025-04-21,15,Producto Modelo 15,2,1526.58,54,Wayne Ent. 54,5,Tienda Online 5
2025-04-21,17,Producto Modelo 17,3,296.83,49,Globex 49,2,Tienda Sucursal 2
2025-04-22,10,Producto Modelo 10,2,700.71,52,Globex 52,3,Tienda Online 3
2025-04-22,44,Producto Modelo 44,2,331.77,86,Dunder Mifflin 86,6,Tienda Sucursal 6
2025-04-22,20,Producto Modelo 20,3,534.57,69,Globex 69,7,Tienda Sucursal 7
2025-04-22,22,Producto Modelo 22,3,950.08,62,ACME Corp 62,9,Tienda Outlet 9
2025-04-22,36,Producto Modelo 36,1,516.39,54,Wayne Ent. 54,3,Tienda Online 3
2025-04-22,7,Producto Modelo 7,2,890.75,36,Globex 36,5,Tienda Online 5
2025-04-22,15,Producto Modelo 15,3,1526.58,16,ACME Corp 16,5,Tienda Online 5
2025-04-22,39,Producto Modelo 39,3,818.21,82,Wayne Ent. 82,7,Tienda Sucursal 7
2025-04-22,31,Producto Modelo 31,2,1051.87,94,Dunder Mifflin 94,7,Tienda Sucursal 7
2025-04-22,38,Producto Modelo 38,3,466.61,85,Globex 85,1,Tienda Online 1
2025-04-22,15,Producto Modelo 15,3,1526.58,39,Wayne Ent. 39,4,Tienda Sucursal 4
2025-04-23,23,Producto Modelo 23,2,70.45,91,Dunder Mifflin 91,2,Tienda Sucursal 2
2025-04-23,28,Producto Modelo 28,3,1082.48,68,Wayne Ent. 68,2,Tienda Sucursal 2
2025-04-23,50,Producto Modelo 50,3,801.81,93,Globex 93,3,Tienda Online 3
2025-04-23,30,Producto Modelo 30,1,532.83,25,Dunder Mifflin 25,7,Tienda Sucursal 7
2025-04-23,5,Producto Modelo 5,2,624.92,3,Wayne Ent. 3,7,Tienda Sucursal 7
2025-04-23,24,Producto Modelo 24,3,1356.26,99,ACME Corp 99,9,Tienda Outlet 9
2025-04-23,23,Producto Modelo 23,2,70.45,31,Dunder Mifflin 31,8,Tienda Outlet 8
2025-04-23,5,Producto Modelo 5,3,624.92,62,ACME Corp 62,1,Tienda Online 1
2025-04-23,35,Producto Modelo 35,2,1593.35,21,ACME Corp 21,1,Tienda Online 1
2025-04-23,31,Producto Modelo 31,2,1051.87,66,Wayne Ent. 66,6,Tienda Sucursal 6
2025-04-23,34,Producto Modelo 34,2,1571.22,79,Globex 79,6,Tienda Sucursal 6
2025-04-23,16,Producto Modelo 16,1,1728.39,57,ACME Corp 57,9,Tienda Outlet 9
2025-04-23,11,Producto Modelo 11,3,271.39,4,Dunder Mifflin 4,4,Tienda Sucursal 4
2025-04-23,15,Producto Modelo 15,3,1526.58,34,Wayne Ent. 34,1,Tienda Online 1
2025-04-24,7,Producto Modelo 7,2,890.75,98,Wayne Ent. 98,4,Tienda Sucursal 4
2025-04-24,32,Producto Modelo 32,3,1770.83,31,Dunder Mifflin 31,7,Tienda Sucursal 7
2025-04-24,22,Producto Modelo 22,2,950.08,32,Globex 32,10,Tienda Sucursal 10
2025-04-24,4,Producto Modelo 4,3,1183.86,54,Wayne Ent. 54,8,Tienda Outlet 8
2025-04-24,16,Producto Modelo 16,3,1728.39,43,Wayne Ent. 43,1,Tienda Online 1
2025-04-24,2,Producto Modelo 2,1,1242.79,69,Globex 69,9,Tienda Outlet 9
2025-04-24,37,Producto Modelo 37,1,1086.66,26,Dunder Mifflin 26,9,Tienda Outlet 9
2025-04-24,40,Producto Modelo 40,1,219.02,8,Globex 8,3,Tienda Online 3
2025-04-24,40,Producto Modelo 40,3,219.02,80,Globex 80,7,Tienda Sucursal 7
2025-04-24,28,Producto Modelo 28,2,1082.48,88,Dunder Mifflin 88,5,Tienda Online 5
2025-04-24,29,Producto Modelo 29,3,496.38,13,Globex 13,1,Tienda Online 1
2025-04-25,19,Producto Modelo 19,2,1195.73,60,ACME Corp 60,8,Tienda Outlet 8
2025-04-25,13,Producto Modelo 13,1,-150.0,37,Dunder Mifflin 37,6,Tienda Sucursal 6
2025-04-25,18,Producto Modelo 18,1,1516.5,28,ACME Corp 28,1,Tienda Online 1
2025-04-25,24,Producto Modelo 24,1,1356.26,17,Wayne Ent. 17,1,Tienda Online 1
2025-04-25,49,Producto Modelo 49,1,99.19,85,Globex 85,6,Tienda Sucursal 6
2025-04-25,46,Producto Modelo 46,2,1433.28,28,ACME Corp 28,2,Tienda Sucursal 2
2025-04-25,16,Producto Modelo 16,1,1728.39,33,Globex 33,6,Tienda Sucursal 6
2025-04-25,43,Producto Modelo 43,1,852.46,25,Dunder Mifflin 25,4,Tienda Sucursal 4
2025-04-25,21,Producto Modelo 21,1,881.45,18,Dunder Mifflin 18,3,Tienda Online 3
2025-04-26,1,Producto Modelo 1,1,623.25,79,Globex 79,5,Tienda Online 5
2025-04-26,21,Producto Modelo 21,1,881.45,35,Dunder Mifflin 35,3,Tienda Online 3
2025-04-26,33,Producto Modelo 33,1,1312.75,77,Wayne Ent. 77,7,Tienda Sucursal 7
2025-04-26,47,Producto Modelo 47,3,1071.38,28,ACME Corp 28,1,Tienda Online 1
2025-04-26,36,Producto Modelo 36,3,516.39,88,Dunder Mifflin 88,4,Tienda Sucursal 4
2025-04-26,46,Producto Modelo 46,2,1433.28,5,Globex 5,6,Tienda Sucursal 6
2025-04-26,44,Producto Modelo 44,2,331.77,68,Wayne Ent. 68,9,Tienda Outlet 9
2025-04-26,33,Producto Modelo 33,1,1312.75,9,Globex 9,7,Tienda Sucursal 7
2025-04-26,30,Producto Modelo 30,3,532.83,49,Globex 49,8,Tienda Outlet 8
2025-04-26,22,Producto Modelo 22,2,950.08,80,Globex 80,5,Tienda Online 5
2025-04-26,17,Producto Modelo 17,3,296.83,46,ACME Corp 46,6,Tienda Sucursal 6
2025-04-26,7,Producto Modelo 7,2,890.75,43,Wayne Ent. 43,9,Tienda Outlet 9
2025-04-26,40,Producto Modelo 40,3,219.02,72,Globex 72,3,Tienda Online 3
2025-04-26,7,Producto Modelo 7,3,890.75,35,Dunder Mifflin 35,3,Tienda Online 3
2025-04-26,42,Producto Modelo 42,2,425.72,95,Globex 95,1,Tienda Online 1
2025-04-27,16,Producto Modelo 16,3,1728.39,86,Dunder Mifflin 86,8,Tienda Outlet 8
2025-04-27,47,Producto Modelo 47,2,1071.38,55,Dunder Mifflin 55,10,Tienda Sucursal 10
2025-04-27,32,Producto Modelo 32,1,1770.83,97,Dunder Mifflin 97,5,Tienda Online 5
2025-04-27,27,Producto Modelo 27,1,182.09,51,Wayne Ent. 51,3,Tienda Online 3
2025-04-27,1,Producto Modelo 1,1,623.25,33,Globex 33,10,Tienda Sucursal 10
2025-04-27,6,Producto Modelo 6,1,1040.57,90,Wayne Ent. 90,8,Tienda Outlet 8
2025-04-27,4,Producto Modelo 4,3,1183.86,62,ACME Corp 62,4,Tienda Sucursal 4
2025-04-27,46,Producto Modelo 46,3,1433.28,80,Globex 80,4,Tienda Sucursal 4
2025-04-27,10,Producto Modelo 10,3,700.71,65,Dunder Mifflin 65,10,Tienda Sucursal 10
2025-04-28,8,Producto Modelo 8,3,1636.17,64,Globex 64,4,Tienda Sucursal 4
2025-04-28,24,Producto Modelo 24,3,1356.26,66,Wayne Ent. 66,7,Tienda Sucursal 7
2025-04-28,36,Producto Modelo 36,1,516.39,71,ACME Corp 71,5,Tienda Online 5
2025-04-28,1,Producto Modelo 1,2,623.25,3,Wayne Ent. 3,8,Tienda Outlet 8
2025-04-28,16,Producto Modelo 16,1,1728.39,63,Dunder Mifflin 63,2,Tienda Sucursal 2
2025-04-28,38,Producto Modelo 38,2,466.61,21,ACME Corp 21,10,Tienda Sucursal 10
2025-04-28,41,Producto Modelo 41,2,541.4,88,Dunder Mifflin 88,10,Tienda Sucursal 10
2025-04-28,1,Producto Modelo 1,3,623.25,76,Globex 76,6,Tienda Sucursal 6
2025-04-29,10,Producto Modelo 10,1,700.71,51,Wayne Ent. 51,7,Tienda Sucursal 7
2025-04-29,8,Producto Modelo 8,1,1636.17,87,Wayne Ent. 87,1,Tienda Online 1
2025-04-29,39,Producto Modelo 39,3,818.21,20,Globex 20,6,Tienda Sucursal 6
2025-04-29,20,Producto Modelo 20,2,534.57,93,Globex 93,3,Tienda Online 3
2025-04-29,49,Producto Modelo 49,3,99.19,33,Globex 33,9,Tienda Outlet 9
2025-04-29,33,Producto Modelo 33,3,1312.75,89,ACME Corp 89,2,Tienda Sucursal 2
2025-04-29,22,Producto Modelo 22,1,950.08,41,Dunder Mifflin 41,9,Tienda Outlet 9
2025-04-29,7,Producto Modelo 7,1,890.75,5,Globex 5,5,Tienda Online 5
2025-04-29,46,Producto Modelo 46,2,1433.28,15,Globex 15,3,Tienda Online 3
2025-04-29,29,Producto Modelo 29,3,496.38,96,Wayne Ent. 96,9,Tienda Outlet 9
2025-04-29,36,Producto Modelo 36,2,516.39,65,Dunder Mifflin 65,6,Tienda Sucursal 6
